0.1000000000000000055511151231257827021182	1.301986751744976469310240000439721219649e-008
0.05000000000000000277555756156289135105908	8.137913676264927495379420695534831986517e-010
0.02500000000000000138777878078144567552954	5.084010989975239298396016674632508745846e-011
0.01250000000000000069388939039072283776477	3.159805750385657221906131144237194949796e-012
0.006250000000000000346944695195361418882385	2.465805337692472171409906593382156450556e-013
0.003125000000000000173472347597680709441192	8.504308368628697837467570223956794934984e-014
0.001562500000000000086736173798840354720596	8.504308368628697837467570223956794934984e-014
0.0007812500000000000433680868994201773602981	8.903988657493753434713608612298157052225e-013
0.0003906250000000000216840434497100886801491	1.288635864682418994521317540573992951316e-012
0.0001953125000000000108420217248550443400745	1.364020008054467123616082130837359650535e-012
9.765625000000000542101086242752217003726e-005	3.637756762486787112558504577350293094327e-012
4.882812500000000271050543121376108501863e-005	1.27327037802160670683281943634020268695e-011
2.441406250000000135525271560688054250932e-005	1.455213727297177360677444194106926319762e-011
1.220703125000000067762635780344027125466e-005	1.455213727297177360677444194106926319762e-011


